CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
41.076.380/0001-25;01/10/2022;1;31/10/2022;1422;1398;3;0;0;0;1;0;0;0;0;0;11;9;0;0;51133479.59;50004574.36;5025000;9.951.159;0.000941;0;0.011255;0.002966;0.008289;0
41.076.380/0001-25;01/11/2022;1;30/11/2022;1782;1756;4;0;0;0;1;0;0;0;0;0;12;9;0;0;50219046.81;49267646.34;5025000;9.804.507;0.000958;0;-0.006982;-0.014737;0.007755;0
41.076.380/0001-25;01/12/2022;1;30/12/2022;2046;2022;3;0;0;0;1;0;0;0;0;0;11;9;0;0;49893071.02;49065462.53;5025000;9.764.271;0.000949;0;0.004615;-0.004104;0.008719;0
41.076.564/0001-95;01/01/2022;1;31/01/2022;480;474;2;0;0;0;0;0;0;0;0;0;4;0;0;0;133202487.48;131030556.13;1300000;100.792.735;0.000403;0;0.006988;-0.008438;0.015426;0
41.076.564/0001-95;01/02/2022;1;25/02/2022;629;621;2;0;0;0;0;0;0;0;0;0;5;1;0;0;134136714.86;129842433.41;1300000;99.878.795;0.000404;0;0.007952;-0.009068;0.01702;0
41.076.564/0001-95;01/03/2022;1;31/03/2022;1206;1187;3;0;0;0;0;0;0;0;0;0;9;7;0;0;132107448.32;130503385.72;1300000;10.038.722;0.000398;0;0.016541;0.00509;0.011451;0
41.076.564/0001-95;01/04/2022;1;29/04/2022;1578;1558;3;0;0;0;0;0;0;0;0;0;9;8;0;0;173854956.61;171339834.03;1720000;99.616.183;0.000305;0;0.004507;-0.007681;0.012188;0
41.076.564/0001-95;01/05/2022;1;31/05/2022;1882;1862;4;0;0;0;0;0;0;0;0;0;8;8;0;0;174166698.78;171448529.01;1720000;99.679.377;0.000858;0;0.015238;0.000634;0.014604;0
41.076.564/0001-95;01/06/2022;1;30/06/2022;2132;2113;4;0;0;0;0;0;0;0;0;0;8;7;0;0;182479951.49;179534167.41;1820000;98.645.147;0.00082;0;0.004893;-0.010376;0.015269;0
41.076.564/0001-95;01/07/2022;1;29/07/2022;2293;2275;5;0;0;0;0;0;0;0;0;0;8;5;0;0;192194744.78;188942938.95;1920000;98.407.781;0.000814;0;0.013513;-0.002406;0.015919;0
41.076.564/0001-95;01/08/2022;1;31/08/2022;2661;2643;6;0;0;0;1;0;0;0;0;0;7;4;0;0;191549377.14;189039106.9;1920000;98.457.868;0.000858;0;0.01227;0.000509;0.011761;0
41.076.564/0001-95;01/09/2022;1;29/09/2022;2880;2864;6;0;0;0;0;0;0;0;0;0;6;4;0;0;190633222.24;188078142.11;1920000;97.957.366;0.000863;0;0.006582;-0.005083;0.011665;0
41.076.564/0001-95;01/10/2022;1;31/10/2022;2934;2921;5;0;0;0;0;0;0;0;0;0;5;3;0;0;190845829.89;189240434.66;1920000;98.562.726;0.000853;0;0.013346;0.00618;0.007166;0
41.076.564/0001-95;01/11/2022;1;30/11/2022;2942;2929;5;0;0;0;0;0;0;0;0;0;5;3;0;0;188690218.59;186681888.44;1920000;9.723.015;0.00087;0;-0.006269;-0.01352;0.007251;0
41.076.564/0001-95;01/12/2022;1;30/12/2022;2922;2909;5;0;0;0;0;0;0;0;0;0;5;3;0;0;188871475.09;186848795.2;1920000;97.317.081;0.000858;0;0.010446;0.000894;0.009552;0
41.076.607/0001-32;01/01/2022;1;31/01/2022;9854;9772;61;1;0;0;10;0;0;0;0;0;0;8;0;2;433829706.96;347622412.18;3364559;103.318.864;0.001017;0;0.009504;-1.5E-05;0.009519;0
41.076.607/0001-32;01/02/2022;2;25/02/2022;11069;10986;62;1;0;0;10;0;0;0;0;0;0;8;0;2;429419263.18;347617328.85;3364559;103.317.353;0.001017;0;0.009077;-1.5E-05;0.009092;0
41.076.607/0001-32;01/03/2022;1;31/03/2022;12368;12284;65;1;0;0;9;0;0;0;0;0;0;8;0;1;420601137.81;347612245.52;3364559;103.315.842;0.001017;0;0.009812;-1.5E-05;0.009827;0
41.076.607/0001-32;01/04/2022;1;29/04/2022;14012;13922;71;1;0;0;9;0;0;0;0;0;0;8;0;1;392226191.99;347607162.19;3364559;103.314.331;0.001017;0;0.008848;-1.5E-05;0.008863;0
41.076.607/0001-32;01/05/2022;1;31/05/2022;15765;15676;70;1;0;0;9;0;0;0;0;0;0;8;0;1;387577139.61;347611078.86;3364559;103.315.495;0.000992;0;0.009213;1.1E-05;0.009202;0
41.076.607/0001-32;01/06/2022;2;30/06/2022;17851;17754;79;1;0;0;9;0;0;0;0;0;0;7;0;1;384469524.51;348490615.97;3364559;103.576.907;0.000938;0;0.007249;0.00253;0.004719;0
41.076.607/0001-32;01/07/2022;2;29/07/2022;18428;18332;79;1;0;0;9;0;0;0;0;0;0;6;0;1;386052749.15;349299092.86;3364559;103.817.199;0.000794;0;0.008263;0.00232;0.005943;0
41.076.607/0001-32;01/08/2022;1;31/08/2022;19310;19221;71;1;0;0;11;0;0;0;0;0;0;5;0;1;384845639.93;350107569.75;3364559;104.057.492;0.000842;0;0.009343;0.002315;0.007028;0
41.076.607/0001-32;01/09/2022;1;29/09/2022;19841;19755;68;1;0;0;11;0;0;0;0;0;0;5;0;1;380100972.02;347696797.12;3364559;103.340.972;0.000863;0;-0.00033;-0.006886;0.006556;0
41.076.607/0001-32;01/10/2022;1;31/10/2022;20523;20440;68;1;0;0;9;0;0;0;0;0;0;4;0;1;378279012.46;346772101.97;3364559;103.066.138;0.000882;0;0.006895;-0.002659;0.009554;0
41.076.607/0001-32;01/11/2022;1;30/11/2022;20575;20492;68;1;0;0;9;0;0;0;0;0;0;4;0;1;379215839.4;348636630.43;3364559;103.620.305;0.000844;0;0.008552;0.003024;0.005528;0
41.076.607/0001-32;01/12/2022;2;30/12/2022;20627;20545;68;1;0;0;8;0;0;0;0;0;0;4;0;1;512822548.88;466653964.28;3364559;138.696.918;0.00062;0;0.35106;0.342578;0.008482;0
41.076.678/0001-35;01/01/2022;1;31/01/2022;218;205;5;0;0;0;0;0;0;0;0;0;1;7;0;0;39269610.12;33908738.45;347280;97.640.919;0.00099;0;-0.001374;-0.011077;0.009703;0
41.076.678/0001-35;01/02/2022;1;25/02/2022;220;208;4;0;0;0;0;0;0;0;0;0;1;7;0;0;33928890.89;33028623.08;347280;95.106.609;0.001007;0;-0.0063;-0.025955;0.019655;0
41.076.678/0001-35;01/03/2022;1;31/03/2022;216;204;4;0;0;0;0;0;0;0;0;0;1;7;0;0;35052421.56;33257502.1;347280;95.765.671;0.000978;0;0.017401;0.00693;0.010471;0
41.076.678/0001-35;01/04/2022;1;29/04/2022;235;223;4;0;0;0;0;0;0;0;0;0;1;7;0;0;35321025.74;33432508.17;347280;96.269.604;0.000979;0;0.013239;0.005262;0.007977;0
41.076.678/0001-35;01/05/2022;1;31/05/2022;217;206;3;0;0;0;0;0;0;0;0;0;1;7;0;0;35477737.64;33553916.23;347280;96.619.201;0.000979;0;0.018427;0.003631;0.014796;0
41.076.678/0001-35;01/06/2022;1;30/06/2022;243;232;2;0;0;0;0;0;0;0;0;0;2;7;0;0;39792513.11;34842888.56;363504;95.852.834;0.000961;0;0.003973;-0.007932;0.011905;0
41.076.678/0001-35;01/07/2022;1;29/07/2022;245;234;2;0;0;0;0;0;0;0;0;0;2;7;0;0;41064806.8;40282745.58;425968;94.567.539;0.000858;0;0.001873;-0.013409;0.015282;0
41.076.678/0001-35;01/08/2022;1;31/08/2022;253;242;2;0;0;0;0;0;0;0;0;0;2;7;0;0;40644670.61;39995874.61;425968;93.894.083;0.000978;0;0.001804;-0.007121;0.008925;0
41.076.678/0001-35;01/09/2022;2;30/09/2022;254;243;2;0;0;0;0;0;0;0;0;0;2;7;0;0;40502488.49;39798505.96;425968;93.430.741;0.000977;0;0.00585;-0.004935;0.010785;0
41.076.678/0001-35;01/10/2022;1;31/10/2022;274;262;3;0;0;0;0;0;0;0;0;0;2;7;0;0;40383012.72;39761417.1;425968;93.343.672;0.000973;0;0.006097;-0.000932;0.007029;0
41.076.678/0001-35;01/11/2022;1;30/11/2022;292;281;2;0;0;0;0;0;0;0;0;0;2;7;0;0;39896791.48;39226174.04;425968;92.087.138;0.000986;0;-0.00477;-0.013461;0.008691;0
41.076.678/0001-35;01/12/2022;1;30/12/2022;287;276;2;0;0;0;0;0;0;0;0;0;2;7;0;0;40276595.36;39545100.14;425968;92.835.847;0.000967;0;0.017382;0.00813;0.009252;0
41.076.710/0001-82;01/01/2022;1;31/01/2022;12646;12607;19;0;0;0;1;0;0;0;0;0;11;8;0;0;163897735.13;159458258.28;1607227;99.213.277;0.000771;0;-0.001771;-0.026739;0.024968;0
41.076.710/0001-82;01/02/2022;2;25/02/2022;19726;19673;27;1;1;0;1;0;0;0;0;0;13;9;0;1;168717693.08;165067815.78;1668227;98.948.054;0.000731;0;0.006223;-0.002673;0.008896;0
41.076.710/0001-82;01/03/2022;1;31/03/2022;25847;25791;33;0;0;1;1;0;0;0;0;0;12;8;0;1;254929894.54;252128060.08;2500001;100.851.184;0.000571;0;0.02489;0.019234;0.005656;0
41.076.710/0001-82;01/04/2022;1;29/04/2022;29815;29751;41;0;0;1;1;0;0;0;0;0;13;7;0;1;252164421.08;247510708.21;2500001;99.004.244;0.000764;0;-0.001054;-0.018314;0.01726;0
41.076.710/0001-82;01/05/2022;1;31/05/2022;32267;32184;47;0;0;1;0;0;0;0;0;0;20;14;0;1;286644343.08;282510848.56;2846864;99.235.808;0.00069;0;0.034667;0.002339;0.032328;0
41.076.710/0001-82;01/06/2022;1;30/06/2022;34437;34349;51;0;0;1;1;0;0;0;0;0;21;13;0;1;366881820.31;361384096.23;3697298;97.742.756;0.000721;0;-0.00192;-0.015045;0.013125;0
41.076.710/0001-82;01/07/2022;1;29/07/2022;37112;37031;52;0;0;1;2;0;0;0;0;0;18;7;0;1;367338345.02;361307612.14;3697298;9.772.207;0.000786;0;0.013318;-0.000212;0.01353;0
41.076.710/0001-82;01/08/2022;2;31/08/2022;40881;40799;55;0;0;1;1;0;0;0;0;0;17;7;0;1;380374241.94;361465309.96;3697298;97.764.722;0.000777;0;0.010756;0.000436;0.01032;0
41.076.710/0001-82;01/09/2022;1;30/09/2022;43347;43245;62;0;1;2;3;0;0;0;0;0;20;13;0;1;386311780.68;360776071.18;3697298;97.578.305;0.000774;0;0.008329;-0.001907;0.010236;0
41.076.710/0001-82;01/10/2022;1;31/10/2022;43772;43670;63;0;1;1;3;0;0;0;0;0;20;13;0;1;417858714.9;412571771.37;4200000;98.231.374;0.000714;0;0.017385;0.006693;0.010692;0
41.076.710/0001-82;01/11/2022;1;30/11/2022;43535;43444;57;0;0;1;3;0;0;0;0;0;17;12;0;1;414214667.1;408717519.54;4200000;97.313.695;0.000764;0;-0.000405;-0.009342;0.008937;0
41.076.710/0001-82;01/12/2022;1;30/12/2022;43674;43589;56;0;1;1;1;0;0;0;0;0;17;8;0;1;432656914.89;409061851.09;4200000;97.395.679;0.000762;0;0.012679;0.000842;0.011837;0
41.076.748/0001-55;01/01/2022;1;31/01/2022;90;78;1;0;0;0;1;0;0;0;0;0;1;8;0;1;462409992.87;171984833.53;1600000;107.490.521;0.000921;0;-0.00896;-0.012177;0.003217;0
41.076.748/0001-55;01/02/2022;2;25/02/2022;95;83;1;0;0;0;1;0;0;0;0;0;1;8;0;1;446006690.21;155765805.79;1600000;97.353.629;0.001104;0;-0.006404;-0.013703;0.007299;0
41.076.748/0001-55;01/03/2022;2;31/03/2022;98;86;1;0;0;0;1;0;0;0;0;0;1;8;0;1;446013766.41;153292044.08;1600000;95.807.528;0.001016;0;-0.011096;-0.015881;0.004785;0
41.076.748/0001-55;01/04/2022;1;29/04/2022;100;88;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445675568.39;149838499.6;1600000;93.649.062;0.001023;0;-0.016583;-0.022529;0.005946;0
41.076.748/0001-55;01/05/2022;1;31/05/2022;100;88;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445576318.55;145454389.59;1600000;90.908.993;0.00103;0;-0.024699;-0.029259;0.00456;0
41.076.748/0001-55;01/06/2022;1;30/06/2022;104;92;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445357822.9;143099245.21;1600000;89.437.028;0.001016;0;-0.010807;-0.016192;0.005385;0
41.076.748/0001-55;01/07/2022;1;29/07/2022;106;94;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445300630.94;141287332.26;1600000;88.304.583;0.001013;0;-0.006538;-0.012662;0.006124;0
41.076.748/0001-55;01/08/2022;2;31/08/2022;110;98;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445279249.15;141208224.29;1600000;8.825.514;0.001001;0;0.005214;-0.00056;0.005774;0
41.076.748/0001-55;01/09/2022;1;30/09/2022;113;101;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445142094.94;142549945.53;1600000;89.093.716;0.000991;0;0.016248;0.009502;0.006746;0
41.076.748/0001-55;01/10/2022;2;31/10/2022;124;112;1;0;0;0;1;0;0;0;0;0;1;8;0;1;445130344.84;143346473.94;1600000;89.591.546;0.000994;0;0.013001;0.005588;0.007413;0
41.076.748/0001-55;01/11/2022;1;30/11/2022;128;116;1;0;0;0;1;0;0;0;0;0;2;7;0;1;445180988.19;142810647.69;1600000;89.256.655;0.001004;0;0.003619;-0.003738;0.007357;0
41.076.748/0001-55;01/12/2022;2;30/12/2022;132;120;1;0;0;0;1;0;0;0;0;0;2;7;0;1;533888563.59;229797868.34;1600000;143.623.668;0.000621;0;0.615322;0.609109;0.006213;0
41.076.823/0001-88;01/01/2022;1;31/01/2022;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3341432.23;3241925.37;35948;90.183.748;0.01388;0;0.053514;0.116248;-0.062734;0
41.076.823/0001-88;01/02/2022;1;25/02/2022;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;82979692.13;3365636.28;35948;93.625.133;0.01337;0;0.114921;0.03816;0.076761;0
41.076.823/0001-88;01/03/2022;1;31/03/2022;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;83254319.79;53956845.68;547928;98.474.335;0.000834;0;0.056757;0.051794;0.004963;0
41.076.823/0001-88;01/04/2022;1;29/04/2022;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;83903520.62;53576332.86;547928;97.779.878;0.00084;0;0.00748;-0.007052;0.014532;0
41.076.823/0001-88;01/05/2022;1;31/05/2022;3;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;84104788.52;53100433.43;547928;96.911.334;0.000847;0;0.008729;-0.008883;0.017612;0
41.076.823/0001-88;01/06/2022;2;30/06/2022;3;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;162789903.08;51840201.09;547928;94.611.338;0.000868;0;0.007214;0.007352;-0.000138;0
41.076.823/0001-88;01/07/2022;1;29/07/2022;3;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;161034744.67;48139226.63;547928;87.856.847;0.000937;0;-0.03705;-0.071392;0.034342;0
41.076.823/0001-88;01/08/2022;1;31/08/2022;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;165545901.53;79551785.77;880560;90.342.266;0.000566;0;0.033385;0.028289;0.005096;0
41.076.823/0001-88;01/09/2022;1;29/09/2022;5;0;2;0;0;1;0;0;0;0;0;0;2;0;0;0;163477955.44;80021967.96;880560;90.876.224;0.000828;0;0.012614;0.00591;0.006704;0
41.076.823/0001-88;01/10/2022;1;31/10/2022;5;0;2;0;0;1;0;0;0;0;0;0;2;0;0;0;163433237.67;80183205.49;880560;91.059.332;0.000832;0;0.010407;0.002015;0.008392;0
41.076.823/0001-88;01/11/2022;1;30/11/2022;5;0;2;0;0;1;0;0;0;0;0;0;2;0;0;0;163362496.87;80190783.22;880560;91.067.938;0.000833;0;0.006777;9.5E-05;0.006682;0
41.076.823/0001-88;01/12/2022;1;30/12/2022;5;0;2;0;0;1;0;0;0;0;0;0;2;0;0;0;162783990.86;79760418.62;880560;90.579.198;0.000838;0;-0.006472;-0.005367;-0.001105;0
41.076.851/0001-03;01/01/2022;1;31/01/2022;24;20;0;0;0;0;0;0;0;0;0;0;0;4;0;0;8981882.51;8840651.03;86250;102.500.302;0.001981;0;0.015404;-4.8E-05;0.015452;0
41.076.851/0001-03;01/02/2022;1;25/02/2022;59;55;0;0;0;0;0;0;0;0;0;0;0;4;0;0;9420135.56;9295933.39;90385;102.848.187;0.001829;0;0.010359;0.003394;0.006965;0
41.076.851/0001-03;01/03/2022;1;31/03/2022;60;55;0;0;0;0;0;0;0;0;0;0;1;4;0;0;10452483.08;10318826.84;100385;102.792.517;0.001647;0;0.007066;-0.000541;0.007607;0
41.076.851/0001-03;01/04/2022;1;29/04/2022;60;55;0;0;0;0;0;0;0;0;0;0;1;4;0;0;10516304.91;10360983.78;100385;10.321.247;0.001641;0;0.013826;0.004085;0.009741;0
41.076.851/0001-03;01/05/2022;1;31/05/2022;60;55;0;0;0;0;0;0;0;0;0;0;1;4;0;0;22249945.27;22040102.7;215435;102.305.116;0.000771;0;-0.001904;-0.008791;0.006887;0
41.076.851/0001-03;01/06/2022;1;30/06/2022;60;55;0;0;0;0;0;0;0;0;0;0;1;4;0;0;22199672.06;21936254.61;215435;101.823.077;0.001065;0;0.004369;-0.004712;0.009081;0
41.076.851/0001-03;01/07/2022;1;29/07/2022;62;57;0;0;0;0;0;0;0;0;0;0;1;4;0;0;22142792.71;21840037.28;215435;101.376.458;0.001066;0;0.004767;-0.004386;0.009153;0
41.076.851/0001-03;01/08/2022;1;31/08/2022;62;57;0;0;0;0;0;0;0;0;0;0;1;4;0;0;22337208.69;22023746.79;215435;102.229.196;0.001053;0;0.017784;0.008412;0.009372;0
41.076.851/0001-03;01/09/2022;1;30/09/2022;62;57;0;0;0;0;0;0;0;0;0;0;1;4;0;0;22176320.91;21886715.6;215435;101.593.128;0.00134;0;0.001709;-0.006222;0.007931;0
41.076.851/0001-03;01/10/2022;1;31/10/2022;62;57;0;0;0;0;0;0;0;0;0;0;1;4;0;0;22211358.98;21978998.52;215435;102.021.485;0.001319;0;0.010124;0.004216;0.005908;0
41.076.851/0001-03;01/11/2022;1;30/11/2022;61;56;0;0;0;0;0;0;0;0;0;0;1;4;0;0;26895135.94;26624473.63;264769;100.557.367;0.001089;0;-0.007475;-0.014351;0.006876;0
41.076.851/0001-03;01/12/2022;1;30/12/2022;62;57;0;0;0;0;0;0;0;0;0;0;1;4;0;0;27091330.87;26746046.91;264769;101.016.535;0.001084;0;0.0143;0.004566;0.009734;0
41.080.968/0001-52;01/01/2022;1;31/01/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;52028887.64;51441295.98;530000;97.059.049;0.001306;0;0.004504;-4.9E-05;0.004553;0
41.080.968/0001-52;01/02/2022;1;25/02/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;52036839.6;51437741.88;530000;97.052.343;0.001306;0;0.004966;-6.9E-05;0.005035;0
41.080.968/0001-52;01/03/2022;1;31/03/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;52274106.04;51434187.78;530000;97.045.637;0.001306;0;0.005877;-6.9E-05;0.005946;0
41.080.968/0001-52;01/04/2022;1;29/04/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;53208014.09;51796866.27;530000;97.729.936;0.001293;0;0.018158;0.009579;0.008579;0
41.080.968/0001-52;01/05/2022;1;31/05/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;54111592.23;52884220.84;530000;99.781.549;0.001281;0;0.017634;0.018437;-0.000803;0
41.080.968/0001-52;01/06/2022;1;30/06/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;54430931.09;53249531.26;530000;100.470.814;0.001294;0;0.005922;0.006908;-0.000986;0
41.080.968/0001-52;01/07/2022;1;29/07/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;53428080.85;53191686.48;530000;100.361.673;0.001304;0;-0.00368;-0.001086;-0.002594;0
41.080.968/0001-52;01/08/2022;1;31/08/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;54096485.86;54032212.57;530000;101.947.571;0.001282;0;0.01464;0.015802;-0.001162;0
41.080.968/0001-52;01/09/2022;1;30/09/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;54376239.48;54245537.93;530000;102.350.072;0.001303;0;0.001554;0.003948;-0.002394;0
41.080.968/0001-52;01/10/2022;1;31/10/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;55048836.89;54917877.57;530000;103.618.637;0.001292;0;0.011171;0.012394;-0.001223;0
41.080.968/0001-52;01/11/2022;1;30/11/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;54445487.59;54313715.86;530000;102.478.709;0.001321;0;-0.010943;-0.011001;5.8E-05;0
41.080.968/0001-52;01/12/2022;1;30/12/2022;48;41;1;0;0;0;0;0;0;0;0;0;1;5;0;0;54835686.31;54713644.61;530000;103.233.292;0.001298;0;0.012886;0.007363;0.005523;0
41.081.088/0001-09;01/01/2022;1;31/01/2022;2374;2356;17;0;0;0;0;0;0;0;0;0;0;1;0;0;97182761.15;95678226.98;10063665;9.507.295;0.001003;0;0.012843;-6.9E-05;0.012912;0
41.081.088/0001-09;01/02/2022;1;25/02/2022;2847;2828;18;0;0;0;0;0;0;0;0;0;0;1;0;0;97552545.7;95645401.14;10063665;9.504.033;0.001;0;0.017727;-0.000343;0.01807;0
41.081.088/0001-09;01/03/2022;1;31/03/2022;3385;3365;19;0;0;0;0;0;0;0;0;0;0;1;0;0;97961985.49;95747517.22;10063665;951.418;0.000999;0;0.019009;0.001068;0.017941;0
41.081.088/0001-09;01/04/2022;1;29/04/2022;5751;5704;42;0;0;0;1;0;0;0;0;0;0;4;0;0;187483363.29;185766256.62;19138200;9.706.569;0.000515;0;0.02578;0.020221;0.005559;0
41.081.088/0001-09;01/05/2022;1;31/05/2022;11187;11088;95;0;0;0;1;0;0;0;0;0;0;2;0;1;341811667.05;335864094.4;35307438;9.512.559;0.000553;0;-0.003351;-0.019987;0.016636;0
41.081.088/0001-09;01/06/2022;1;30/06/2022;12327;12235;86;0;0;0;1;0;1;0;0;0;1;2;0;1;343938148.43;336474660.14;35307438;9.529.852;0.000998;0;0.016133;0.001818;0.014315;0
41.081.088/0001-09;01/07/2022;1;29/07/2022;13903;13818;78;0;0;0;2;0;1;0;0;0;1;2;0;1;416082533.21;337390150.88;35307438;9.555.781;0.000996;0;0.02404;0.002721;0.021319;0
41.081.088/0001-09;01/08/2022;2;31/08/2022;16567;16472;87;0;1;0;2;0;1;0;0;0;1;2;0;1;423097477.87;337648972.94;35307438;9.563.112;0.000999;0;0.014549;0.000767;0.013782;0
41.081.088/0001-09;01/09/2022;1;29/09/2022;23494;23388;98;0;0;0;2;0;1;0;0;0;0;3;0;2;540415687.69;436054762.2;45723232;9.536.832;0.000774;0;0.009147;-0.002748;0.011895;0
41.081.088/0001-09;01/10/2022;1;31/10/2022;36427;36196;216;0;0;0;1;0;1;0;0;0;0;7;0;6;705243987.48;695468145.75;73082884;9.516.156;0.000627;0;0.009341;-0.002168;0.011509;0
41.081.088/0001-09;01/11/2022;2;30/11/2022;39219;38995;211;0;0;0;1;0;1;0;0;0;1;8;0;2;708542110.72;696376367.76;73082884;9.528.584;0.000999;0;0.01572;0.001306;0.014414;0
41.081.088/0001-09;01/12/2022;1;30/12/2022;42106;41893;199;0;0;0;1;0;1;0;0;0;2;8;0;2;799414124.21;698365666.19;73082884;9.555.803;0.000997;0;0.019044;0.002857;0.016187;0
41.081.336/0001-03;01/01/2022;1;31/01/2022;2;;;;;;;;;;;;;;;;210238296.65;210157604.33;226771;926.739.328.794.246;0.000261708350622594;;-0.000343;-0.000343;;
41.081.336/0001-03;01/02/2022;1;25/02/2022;1;;;;;;;;;;;;;;;;210150756.97;210083968.14;226771;92.641.461.271.503;0.000261800081590938;;-0.00035;-0.00035;;
41.081.336/0001-03;01/03/2022;1;31/03/2022;1;;1;;;;;;;;;;;;;;212026158.6;211943299.91;229771;922.411.008.830.531;0.000259503367284341;;-0.004321;-0.004321;;
41.081.336/0001-03;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;;;;212371284.35;212215956.28;229771;923.597.652.793.433;0.000518339911513839;;-0.003681;-0.003681;;
41.081.336/0001-03;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;212243681.5;212033294.01;229771;922.802.677.491.938;0.000778179675840051;;-0.004285;-0.004285;;
41.081.336/0001-03;01/06/2022;1;30/06/2022;1;;1;;;;;;;;;;;;;;286882860.46;286791142.27;306771;934.870.448.217.074;0.000191777192156863;;0.013077;0.013077;;
41.081.336/0001-03;01/07/2022;2;29/07/2022;1;;;;;;;;;;;;;;;;430784516.33;430530982.48;446771;963.650.242.473.213;0.000127749226509047;;0.017495;0.017495;;
41.081.336/0001-03;01/08/2022;1;31/08/2022;1;;;;;;;;;;;;;;;;432037870.51;431887576.86;446771;966.686.684.811.682;0.000144980599940473;;-0.00157;-0.00157;;
41.081.336/0001-03;01/09/2022;1;30/09/2022;1;;;;;;1;;;;;;;;;;507279686.33;503246383.48;516771;973.828.607.797.264;0.000134594628443449;;0.00855;0.00855;;
41.081.336/0001-03;01/10/2022;1;31/10/2022;1;;;;;;;;;;;;;;;;500370552.09;500261460.05;516771;968.052.503.042.934;0.000135397717811862;;0.001243;0.001243;;
41.081.336/0001-03;01/11/2022;1;30/11/2022;1;;;;;;;;;;;;;;;;507118817.26;506953497.01;516771;981.002.217.636.052;0.000123363307224146;;0.004662;0.004662;;
41.081.336/0001-03;01/12/2022;2;30/12/2022;1;;;;;;1;;;;;;;;;;540421597.99;536889018.7;516771;103.893.023.931.296;0.000114621007054693;;0.068773;0.062678;0.006095;
41.081.356/0001-84;01/01/2022;1;31/01/2022;717;;;;;;;;;;;;;;;;60085706.42;56643529.04;5845602;968.993.938.348.865;0.00124157747922692;;0.012971;0.012971;;
41.081.356/0001-84;01/02/2022;1;25/02/2022;874;;;;;;;;;;;;;;;;59432802.66;55631464.69;5845602;951.680.677.028.645;0.00114684109712949;;0.003845;-0.007625;0.01147;
41.081.356/0001-84;01/03/2022;1;31/03/2022;1081;1065;6;;1;;;;;;;;3;6;;;59264164.52;55661575.95;5845602;952.195.786.678.601;0.00130568455455311;;0.01315;0.000541;0.012609;
41.081.356/0001-84;01/04/2022;1;29/04/2022;1396;;;;;;;;;;;;;;;;59481739.59;55586536.14;5845602;950.912.089.807.004;0.00114185492400786;;0.013355;-0.001348;0.014703;
